filepath,annotation,timestamp,height,width
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07678_20240426_121348_5.JPG",AA,20240426_121348,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/S_DSC07678_20240426_121348_6.JPG",S,20240426_121348,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07678_20240426_121348_7.JPG",AA,20240426_121348,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07678_20240426_121348_8.JPG",AA,20240426_121348,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07678_20240426_121348_9.JPG",AA,20240426_121348,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07669_20240426_121314_0.JPG",AA,20240426_121314,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07669_20240426_121314_1.JPG",AA,20240426_121314,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07669_20240426_121314_2.JPG",AA,20240426_121314,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/DCA_DSC07669_20240426_121314_3.JPG",DCA,20240426_121314,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07669_20240426_121314_4.JPG",AA,20240426_121314,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07669_20240426_121314_5.JPG",AA,20240426_121314,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/S_DSC07669_20240426_121314_6.JPG",S,20240426_121314,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07669_20240426_121314_7.JPG",AA,20240426_121314,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07669_20240426_121314_8.JPG",AA,20240426_121314,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07669_20240426_121314_9.JPG",AA,20240426_121314,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07668_20240426_121312_0.JPG",AA,20240426_121312,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07668_20240426_121312_1.JPG",AA,20240426_121312,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/R_DSC07668_20240426_121312_2.JPG",R,20240426_121312,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07668_20240426_121312_3.JPG",AA,20240426_121312,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07668_20240426_121312_4.JPG",AA,20240426_121312,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07668_20240426_121312_5.JPG",AA,20240426_121312,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07668_20240426_121312_6.JPG",AA,20240426_121312,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07668_20240426_121312_7.JPG",AA,20240426_121312,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07668_20240426_121312_8.JPG",AA,20240426_121312,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07668_20240426_121312_9.JPG",AA,20240426_121312,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07704_20240426_121509_0.JPG",AA,20240426_121509,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07704_20240426_121509_1.JPG",AA,20240426_121509,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07704_20240426_121509_2.JPG",AA,20240426_121509,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07704_20240426_121509_3.JPG",AA,20240426_121509,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07704_20240426_121509_4.JPG",AA,20240426_121509,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07704_20240426_121509_5.JPG",AA,20240426_121509,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07704_20240426_121509_6.JPG",AA,20240426_121509,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07704_20240426_121509_7.JPG",AA,20240426_121509,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07704_20240426_121509_8.JPG",AA,20240426_121509,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07704_20240426_121509_9.JPG",AA,20240426_121509,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07692_20240426_121425_0.JPG",AA,20240426_121425,480,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07692_20240426_121425_1.JPG",AA,20240426_121425,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07692_20240426_121425_2.JPG",AA,20240426_121425,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07692_20240426_121425_3.JPG",AA,20240426_121425,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07692_20240426_121425_4.JPG",AA,20240426_121425,300,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/S_DSC07692_20240426_121425_5.JPG",S,20240426_121425,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07692_20240426_121425_6.JPG",AA,20240426_121425,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07692_20240426_121425_7.JPG",AA,20240426_121425,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/POC_DSC07692_20240426_121425_8.JPG",POC,20240426_121425,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07692_20240426_121425_9.JPG",AA,20240426_121425,381,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07697_20240426_121433_0.JPG",AA,20240426_121433,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07697_20240426_121433_1.JPG",AA,20240426_121433,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07697_20240426_121433_2.JPG",AA,20240426_121433,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07697_20240426_121433_3.JPG",AA,20240426_121433,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07697_20240426_121433_4.JPG",AA,20240426_121433,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07697_20240426_121433_5.JPG",AA,20240426_121433,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07697_20240426_121433_6.JPG",AA,20240426_121433,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07697_20240426_121433_7.JPG",AA,20240426_121433,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07697_20240426_121433_8.JPG",AA,20240426_121433,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/R_DSC07697_20240426_121433_9.JPG",R,20240426_121433,350,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07663_20240426_121303_0.JPG",AA,20240426_121303,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07663_20240426_121303_1.JPG",AA,20240426_121303,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07663_20240426_121303_2.JPG",AA,20240426_121303,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/TWB_DSC07663_20240426_121303_3.JPG",TWB,20240426_121303,493,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07663_20240426_121303_4.JPG",AA,20240426_121303,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07663_20240426_121303_5.JPG",AA,20240426_121303,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07663_20240426_121303_6.JPG",AA,20240426_121303,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07663_20240426_121303_7.JPG",AA,20240426_121303,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/R_DSC07663_20240426_121303_8.JPG",R,20240426_121303,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07663_20240426_121303_9.JPG",AA,20240426_121303,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07691_20240426_121423_0.JPG",AA,20240426_121423,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07691_20240426_121423_1.JPG",AA,20240426_121423,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07691_20240426_121423_2.JPG",AA,20240426_121423,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07691_20240426_121423_3.JPG",AA,20240426_121423,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07691_20240426_121423_4.JPG",AA,20240426_121423,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07691_20240426_121423_5.JPG",AA,20240426_121423,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/ACC_DSC07691_20240426_121423_6.JPG",ACC,20240426_121423,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07691_20240426_121423_7.JPG",AA,20240426_121423,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07691_20240426_121423_8.JPG",AA,20240426_121423,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07691_20240426_121423_9.JPG",AA,20240426_121423,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07635_20240426_121113_0.JPG",AA,20240426_121113,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/R_DSC07635_20240426_121113_1.JPG",R,20240426_121113,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/S_DSC07635_20240426_121113_2.JPG",S,20240426_121113,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07635_20240426_121113_3.JPG",AA,20240426_121113,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07635_20240426_121113_4.JPG",AA,20240426_121113,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/S_DSC07635_20240426_121113_5.JPG",S,20240426_121113,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07635_20240426_121113_6.JPG",AA,20240426_121113,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07635_20240426_121113_7.JPG",AA,20240426_121113,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/R_DSC07635_20240426_121113_8.JPG",R,20240426_121113,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07635_20240426_121113_9.JPG",AA,20240426_121113,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07695_20240426_121429_0.JPG",AA,20240426_121429,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07695_20240426_121429_1.JPG",AA,20240426_121429,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07695_20240426_121429_2.JPG",AA,20240426_121429,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07695_20240426_121429_3.JPG",AA,20240426_121429,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07695_20240426_121429_4.JPG",AA,20240426_121429,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07695_20240426_121429_5.JPG",AA,20240426_121429,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07695_20240426_121429_6.JPG",AA,20240426_121429,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07695_20240426_121429_7.JPG",AA,20240426_121429,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07695_20240426_121429_8.JPG",AA,20240426_121429,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07695_20240426_121429_9.JPG",AA,20240426_121429,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07634_20240426_121111_0.JPG",AA,20240426_121111,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/R_DSC07634_20240426_121111_1.JPG",R,20240426_121111,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/S_DSC07634_20240426_121111_2.JPG",S,20240426_121111,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/R_DSC07634_20240426_121111_3.JPG",R,20240426_121111,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07634_20240426_121111_4.JPG",AA,20240426_121111,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07634_20240426_121111_5.JPG",AA,20240426_121111,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/R_DSC07634_20240426_121111_6.JPG",R,20240426_121111,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/R_DSC07634_20240426_121111_7.JPG",R,20240426_121111,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07634_20240426_121111_8.JPG",AA,20240426_121111,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/R_DSC07634_20240426_121111_9.JPG",R,20240426_121111,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07680_20240426_121350_0.JPG",AA,20240426_121350,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07680_20240426_121350_1.JPG",AA,20240426_121350,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07680_20240426_121350_2.JPG",AA,20240426_121350,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07680_20240426_121350_3.JPG",AA,20240426_121350,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07680_20240426_121350_4.JPG",AA,20240426_121350,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/S_DSC07680_20240426_121350_5.JPG",S,20240426_121350,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07680_20240426_121350_6.JPG",AA,20240426_121350,443,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07680_20240426_121350_7.JPG",AA,20240426_121350,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07680_20240426_121350_8.JPG",AA,20240426_121350,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07680_20240426_121350_9.JPG",AA,20240426_121350,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07682_20240426_121353_0.JPG",AA,20240426_121353,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07682_20240426_121353_1.JPG",AA,20240426_121353,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07682_20240426_121353_2.JPG",AA,20240426_121353,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07682_20240426_121353_3.JPG",AA,20240426_121353,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07682_20240426_121353_4.JPG",AA,20240426_121353,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07682_20240426_121353_5.JPG",AA,20240426_121353,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07682_20240426_121353_6.JPG",AA,20240426_121353,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07682_20240426_121353_7.JPG",AA,20240426_121353,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07682_20240426_121353_8.JPG",AA,20240426_121353,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07682_20240426_121353_9.JPG",AA,20240426_121353,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07648_20240426_121222_0.JPG",AA,20240426_121222,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07648_20240426_121222_1.JPG",AA,20240426_121222,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07648_20240426_121222_2.JPG",AA,20240426_121222,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07648_20240426_121222_3.JPG",AA,20240426_121222,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07648_20240426_121222_4.JPG",AA,20240426_121222,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07648_20240426_121222_5.JPG",AA,20240426_121222,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/R_DSC07648_20240426_121222_6.JPG",R,20240426_121222,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07648_20240426_121222_7.JPG",AA,20240426_121222,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07648_20240426_121222_8.JPG",AA,20240426_121222,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07648_20240426_121222_9.JPG",AA,20240426_121222,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07694_20240426_121428_0.JPG",AA,20240426_121428,349,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07694_20240426_121428_1.JPG",AA,20240426_121428,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07694_20240426_121428_2.JPG",AA,20240426_121428,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07694_20240426_121428_3.JPG",AA,20240426_121428,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07694_20240426_121428_4.JPG",AA,20240426_121428,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07694_20240426_121428_5.JPG",AA,20240426_121428,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07694_20240426_121428_6.JPG",AA,20240426_121428,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/TWB_DSC07694_20240426_121428_7.JPG",TWB,20240426_121428,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07694_20240426_121428_8.JPG",AA,20240426_121428,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q1/AA_DSC07694_20240426_121428_9.JPG",AA,20240426_121428,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q3/ACB_DSC00501_20240426_121019_0.JPG",ACB,20240426_121019,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q3/POC_DSC00501_20240426_121019_1.JPG",POC,20240426_121019,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q3/ACD_DSC00501_20240426_121019_2.JPG",ACD,20240426_121019,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q3/POC_DSC00501_20240426_121019_3.JPG",POC,20240426_121019,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q3/TWB_DSC00501_20240426_121019_4.JPG",TWB,20240426_121019,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q3/POC_DSC00501_20240426_121019_5.JPG",POC,20240426_121019,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q3/AA_DSC00501_20240426_121019_6.JPG",AA,20240426_121019,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q3/AA_DSC00501_20240426_121019_7.JPG",AA,20240426_121019,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q3/AA_DSC00501_20240426_121019_8.JPG",AA,20240426_121019,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q3/AA_DSC00501_20240426_121019_9.JPG",AA,20240426_121019,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q3/ACT_DSC00511_20240426_121039_0.JPG",ACT,20240426_121039,466,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q3/AA_DSC00511_20240426_121039_1.JPG",AA,20240426_121039,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q3/AA_DSC00511_20240426_121039_2.JPG",AA,20240426_121039,500,500
"IMAGE AND CPCE FILE/SHINE-1790_Min Ping Yu, Tubbataha, Cagayancillo/Q3/AA_DSC00511_20240426_121039_3.JPG",AA,20240426_121039,389,500
